json_file,pdf_path_original,pdf_path_wsl,exists,status
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0692771215d256553aa10f01cd4ba7114ec06a7b451ed012b632f76962e0b8df.json,C:\Users\luano\Zotero\storage\A59ACXZX\Harrison Dinniss - 2012 - Armed attack and response in the digital age.pdf,/mnt/c/Users/luano/Zotero/storage/A59ACXZX/Harrison Dinniss - 2012 - Armed attack and response in the digital age.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0756f25bb8a73dd00eaefd9e54acaaa5a6ad1e0712821c526594126883e792c5.json,C:\Users\luano\Zotero\storage\9VZXJUSU\NTUET9XJ.pdf,/mnt/c/Users/luano/Zotero/storage/9VZXJUSU/NTUET9XJ.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/085715a855ca6a44e50aeeb1d95eeffbd4a9e111cb6f85bbeccf3fcbbb20f8e8.json,C:\Users\luano\Zotero\storage\ERR65JSK\QWWWJG7F.pdf,/mnt/c/Users/luano/Zotero/storage/ERR65JSK/QWWWJG7F.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/089fd9c82dd9bc09acb7be4405ba40d212800553c676f6560e35a6ab0452cc76.json,"C:\Users\luano\Zotero\storage\8Y329NED\(Herbert S. Lin, 2010).pdf","/mnt/c/Users/luano/Zotero/storage/8Y329NED/(Herbert S. Lin, 2010).pdf",true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/094938ad98870e8d63771a4583e9997735fcf6e61675183c588e56444df2fc69.json,C:\Users\luano\Zotero\storage\RYKJ4KWM\Lindsay - 2015 - Tipping the scales the attribution problem and the feasibility of deterrence against cyberattack.pdf,/mnt/c/Users/luano/Zotero/storage/RYKJ4KWM/Lindsay - 2015 - Tipping the scales the attribution problem and the feasibility of deterrence against cyberattack.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0b898f2e42695c4c056bcc9f7245206c1ef96ee4c9105fef5bcd3be50a495add.json,C:\Users\luano\Zotero\storage\IS5BTM5C\MNK78483.pdf,/mnt/c/Users/luano/Zotero/storage/IS5BTM5C/MNK78483.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0bbd70709927f160078ea2b7ba46bc1a1446c58aa3ce848df7543fc5ce4a1bdf.json,C:\Users\luano\Zotero\storage\QHDPS6HV\Leal and Musgrave - 2022 - Cheerleading in cyberspace how the american public judges attribution claims for cyberattacks.pdf,/mnt/c/Users/luano/Zotero/storage/QHDPS6HV/Leal and Musgrave - 2022 - Cheerleading in cyberspace how the american public judges attribution claims for cyberattacks.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0beb47b2e5f4a8b00b7b1ff22c07ef7084215fb48372b3f2cd7aae56e9ee9291.json,C:\Users\luano\Zotero\storage\CQTVKBSM\BT4AUHVK.pdf,/mnt/c/Users/luano/Zotero/storage/CQTVKBSM/BT4AUHVK.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0bf79ddc4264442df07b0293a50e3e12af23c24aa99f2bb7f4d929bcded0ecaa.json,C:\Users\luano\Zotero\storage\R9JY8KKM\Blagden - 2020 - Deterring cyber coercion the exaggerated problem of attribution.pdf,/mnt/c/Users/luano/Zotero/storage/R9JY8KKM/Blagden - 2020 - Deterring cyber coercion the exaggerated problem of attribution.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0c41c93be575d5d3e8c71763f95f1c85c9df83b37f3effcd2c93fe73ecb00ac0.json,"C:\Users\luano\Zotero\storage\Q55X6C7V\(Yoram Dinstein, Fania Domb, Laurie R. Blank, 2013).pdf","/mnt/c/Users/luano/Zotero/storage/Q55X6C7V/(Yoram Dinstein, Fania Domb, Laurie R. Blank, 2013).pdf",true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0d22a9396ab2b583a94c8ed723195bbe0de965040213969c318ea80203ad8a41.json,C:\Users\luano\Zotero\storage\BQW6GGJG\Baram - 2024 - Cyber diplomacy through official public attribution paving the way for global norms.pdf,/mnt/c/Users/luano/Zotero/storage/BQW6GGJG/Baram - 2024 - Cyber diplomacy through official public attribution paving the way for global norms.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0d5a3411695b025a886152a2f641a97c8080034b9d3d9f8ffa1ae7616e4b67f0.json,C:\Users\luano\Zotero\storage\USKK4VLD\Davis et al. - 2017 - Stateless attribution toward international accountability in cyberspace.pdf,/mnt/c/Users/luano/Zotero/storage/USKK4VLD/Davis et al. - 2017 - Stateless attribution toward international accountability in cyberspace.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0df4c5b3a1c3ee0971c268973c764a9be3a8d2c66e4e73095be3d2682a77409a.json,C:\Users\luano\Zotero\storage\ZVZK7G36\LQD6HMYI.pdf,/mnt/c/Users/luano/Zotero/storage/ZVZK7G36/LQD6HMYI.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0e13c1bc0e065423eac1919fcc369d1bda6998a1a9fe5933aeb8de3b47eb0dcb.json,C:\Users\luano\Zotero\storage\VS2BDFTH\Harrison Dinniss - 2012 - Computer network attacks as a use of force in international law.pdf,/mnt/c/Users/luano/Zotero/storage/VS2BDFTH/Harrison Dinniss - 2012 - Computer network attacks as a use of force in international law.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0e25cac82ca8b5893df60fcc733b22c00212b7b6a092c92df46c1e38995146b3.json,C:\Users\luano\Zotero\storage\87P7H55I\MDKDA8HZ.pdf,/mnt/c/Users/luano/Zotero/storage/87P7H55I/MDKDA8HZ.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0e4c3d16bf2872b8ef3af3115ac50accd69eb0729224bb7c6a53194b4e4c7441.json,C:\Users\luano\Zotero\storage\Y5799FTK\Schmitt and Vihul - 2014 - The nature of international law cyber norms.pdf,/mnt/c/Users/luano/Zotero/storage/Y5799FTK/Schmitt and Vihul - 2014 - The nature of international law cyber norms.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0e71168ec0306ba5883904bfed97d2911190a353674ee66b766b99a2ca7e01d3.json,C:\Users\luano\Zotero\storage\9JIKZ8JK\Buchanan and Cunningham - 2023 - Preparing the Cyber Battlefield Assessing a Novel Escalation Risk in a Sino-American Crisis.pdf,/mnt/c/Users/luano/Zotero/storage/9JIKZ8JK/Buchanan and Cunningham - 2023 - Preparing the Cyber Battlefield Assessing a Novel Escalation Risk in a Sino-American Crisis.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0ebf290e07c877f4c86bca01dff17740ed25ebf5874d1672ef0935a885a9a7b3.json,C:\Users\luano\Zotero\storage\QRV3ITUS\RD9BVGFE.pdf,/mnt/c/Users/luano/Zotero/storage/QRV3ITUS/RD9BVGFE.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/0f18a87cd31fc67c63e770079152fd3265a4e578b76ba9e5a3af12821887dbb0.json,C:\Users\luano\Zotero\storage\AURGCWN3\election-interference-is-not-cyber-war.pdf,/mnt/c/Users/luano/Zotero/storage/AURGCWN3/election-interference-is-not-cyber-war.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/10080699210705bd8aa6e1b8297c814fb61171becdad20fd9369bd98f6258680.json,C:\Users\luano\Zotero\storage\4CQS3SJI\H4LCQ9GF.pdf,/mnt/c/Users/luano/Zotero/storage/4CQS3SJI/H4LCQ9GF.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/10137586e2271c2ae545688af67c595b3682e7b2d9db29e24a7716ec41a39a70.json,C:\Users\luano\Zotero\storage\27STTT38\FI45IHWH.pdf,/mnt/c/Users/luano/Zotero/storage/27STTT38/FI45IHWH.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/105265f732549ff4fb3740adccdd346ffe53cdb6d7b2d267b7195663ff8be6f0.json,C:\Users\luano\Zotero\storage\4MBEJXU3\Flor - 2023 - Using international law to deter russian proxy hackers.pdf,/mnt/c/Users/luano/Zotero/storage/4MBEJXU3/Flor - 2023 - Using international law to deter russian proxy hackers.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/10c2eaf84ca536a019ef4594f0b92353c0ced6e8a8d3ac54e870690a374ac379.json,C:\Users\luano\Zotero\storage\SFJ6BQI8\Rowe - 2010 - The ethics of cyberweapons in warfare.pdf,/mnt/c/Users/luano/Zotero/storage/SFJ6BQI8/Rowe - 2010 - The ethics of cyberweapons in warfare.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/10cdc153a6962305bfbc2f7365ce941326080d58e1456d37a29bca657b5507fe.json,C:\Users\luano\Zotero\storage\QW6FM6CG\3MNHW66L.pdf,/mnt/c/Users/luano/Zotero/storage/QW6FM6CG/3MNHW66L.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/10fb157b325c4529c0b4fb9526fb88da0379defde501e2453759634ec59ce032.json,"C:\Users\luano\Zotero\storage\U8PKQ284\(Annegret Bendiek, Matthias Schulze, 2021).pdf","/mnt/c/Users/luano/Zotero/storage/U8PKQ284/(Annegret Bendiek, Matthias Schulze, 2021).pdf",true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/11a6844f808edba09bc815b0848e19ca895b8f97ac3b80c9038cd853fc5abf1a.json,C:\Users\luano\Zotero\storage\DNCGZP5A\WBIJQYQJ.pdf,/mnt/c/Users/luano/Zotero/storage/DNCGZP5A/WBIJQYQJ.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/11b1ad65724ce0bf5e3e2c6e1bb38a9d5fbbe876a4fec36264e393f7608a9772.json,C:\Users\luano\Zotero\storage\79SCFQ9Z\Healey et al. - 2014 - Confidence-building measures in cyberspace.pdf,/mnt/c/Users/luano/Zotero/storage/79SCFQ9Z/Healey et al. - 2014 - Confidence-building measures in cyberspace.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/11c3900768e57b242571ee8f7edb38bce3ba2865036b261af1f99a89d908feb4.json,C:\Users\luano\Zotero\storage\GD4JEXDK\KTLCNE2P.pdf,/mnt/c/Users/luano/Zotero/storage/GD4JEXDK/KTLCNE2P.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/11fe4ccb4eac10a3272335dcc23a7048985c1342a87e05ab4fb037b6e89f9cbe.json,C:\Users\luano\Zotero\storage\4ZCFHXZR\H8HADWAZ.pdf,/mnt/c/Users/luano/Zotero/storage/4ZCFHXZR/H8HADWAZ.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1543c3ed4c931c9d16cc7700de586b45b451fcce004f9069418d7e523f4cc280.json,"C:\Users\luano\Zotero\storage\NACYNRR7\(AG Hill, 2019).pdf","/mnt/c/Users/luano/Zotero/storage/NACYNRR7/(AG Hill, 2019).pdf",true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/156b7c520ba34a3b2f1bbcaf69bf07fee9f7e7ad5937f517324e18c133f46576.json,C:\Users\luano\Zotero\storage\C6SG966A\RCFHU8Y8.pdf,/mnt/c/Users/luano/Zotero/storage/C6SG966A/RCFHU8Y8.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/15b630eef82cb2087cfd3646d603d4a2be40280ac86e115f8e809145c69a2212.json,C:\Users\luano\Zotero\storage\Z94797ZI\Goodman - 2010 - Cyber Deterrence Tougher in Theory than in Practice.pdf,/mnt/c/Users/luano/Zotero/storage/Z94797ZI/Goodman - 2010 - Cyber Deterrence Tougher in Theory than in Practice.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/15b7abfa65e10e9a15dd9b9a97cba58ec61d65ff3a245d07fdd38a7cc129df20.json,C:\Users\luano\Zotero\storage\DA2MX2V3\9IWF6BG2.pdf,/mnt/c/Users/luano/Zotero/storage/DA2MX2V3/9IWF6BG2.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/15eaa6b702040fc292bde89f1a6f4d988aa77096a89fc49af3cb1d178cf65b49.json,C:\Users\luano\Zotero\storage\2ID4R3MN\Yang - 2023 - Pointing with boneless finger and getting away with it the ill-substantiation problem in cyber publ.pdf,/mnt/c/Users/luano/Zotero/storage/2ID4R3MN/Yang - 2023 - Pointing with boneless finger and getting away with it the ill-substantiation problem in cyber publ.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/15fc2abf8aad5400b3c4e380bc29f83236486b3b4fcd44719ecc88746c6b3573.json,C:\Users\luano\Zotero\storage\C3W3M3R4\GJN5PHZN.pdf,/mnt/c/Users/luano/Zotero/storage/C3W3M3R4/GJN5PHZN.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/161db6dc4dfcf86f2b80759c98893ab64bd35803d7ea9581c0db1bac97790077.json,C:\Users\luano\Zotero\storage\Q95G65KK\G2JMAAXE.pdf,/mnt/c/Users/luano/Zotero/storage/Q95G65KK/G2JMAAXE.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/16a60a8be12bfbf0bb3f98348bd4b22fe433c7fa74f76299c464cc204fd1e2a9.json,C:\Users\luano\Zotero\storage\U4YV8KXZ\Burton - 2015 - NATO's cyber defence strategic challenges and institutional adaptation.pdf,/mnt/c/Users/luano/Zotero/storage/U4YV8KXZ/Burton - 2015 - NATO's cyber defence strategic challenges and institutional adaptation.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/174bf874a4ac5de6d802d8a8e2f7f71ad9d03bed6297df8a26e418cc0dd52392.json,C:\Users\luano\Zotero\storage\PE3E8HRP\UNSVBH4H.pdf,/mnt/c/Users/luano/Zotero/storage/PE3E8HRP/UNSVBH4H.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/179d49b7dc6dd8b4339b8a8e0d2f9c62f50630a33b685a2c85e597be1b4efe99.json,"C:\Users\luano\Zotero\storage\XTHLGU23\(Graham H. Todd, 2009).pdf","/mnt/c/Users/luano/Zotero/storage/XTHLGU23/(Graham H. Todd, 2009).pdf",true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/18de82654a36c55986c66efeadce2226ed42b162b9f2fe5b55a54a74fc838ad1.json,C:\Users\luano\Zotero\storage\9HN4CEIG\Musus - 2023 - Norway's position paper on international law and cyberspace introduction.pdf,/mnt/c/Users/luano/Zotero/storage/9HN4CEIG/Musus - 2023 - Norway's position paper on international law and cyberspace introduction.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/192920dbffece357485d078d23dd284ace6ec2c6e37726fbe57b5c69dac8aa7c.json,C:\Users\luano\Zotero\storage\U3KGJY93\Serscikov - 2025 - The role of strategic culture in shaping iran's cyber defense policy.pdf,/mnt/c/Users/luano/Zotero/storage/U3KGJY93/Serscikov - 2025 - The role of strategic culture in shaping iran's cyber defense policy.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1959a3639476dead33d1f763a1da37a1d1c696b9198de61c17e84b73a2a8b7b5.json,C:\Users\luano\Zotero\storage\9C6G84ZM\QNXUQSEG.pdf,/mnt/c/Users/luano/Zotero/storage/9C6G84ZM/QNXUQSEG.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/19d8bb77f42d0280840aefa0c9af7b767abed34de1842c5476898083fdb51e1e.json,C:\Users\luano\Zotero\storage\8YRK5RZF\Tolga - Principles of Cyber Deterrence and the Challenges in Developing a Credible Cyber Deterrence Posture.pdf,/mnt/c/Users/luano/Zotero/storage/8YRK5RZF/Tolga - Principles of Cyber Deterrence and the Challenges in Developing a Credible Cyber Deterrence Posture.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/19db489681557adceb755844ffbf2d24b4f07b45470f14c9c62f78a3d6e5bdc6.json,C:\Users\luano\Zotero\storage\B38J9B2F\ABLDRC5D.pdf,/mnt/c/Users/luano/Zotero/storage/B38J9B2F/ABLDRC5D.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1a91d6d095e40c3251c02e4ee5b387d7f58170cb94844cf8785c8f530677536d.json,C:\Users\luano\Zotero\storage\FN7M6IDE\2CLCXLGC.pdf,/mnt/c/Users/luano/Zotero/storage/FN7M6IDE/2CLCXLGC.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1af85e2640514cc054873191212d3a434f0be708d3c06ef4ab6b5f8cfa725ddd.json,C:\Users\luano\Zotero\storage\C9E5CPGH\contributing-to-cyber-peace-by-maximizing-the-potential-for-deterrence.pdf,/mnt/c/Users/luano/Zotero/storage/C9E5CPGH/contributing-to-cyber-peace-by-maximizing-the-potential-for-deterrence.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1b261b1329264ac0e80f8a71a9eda1fab125730027b473ecd87ede6a7b3e76dc.json,C:\Users\luano\Zotero\storage\6DJWEN97\I8XAL7B7.pdf,/mnt/c/Users/luano/Zotero/storage/6DJWEN97/I8XAL7B7.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1b4589f41004bc45c4068e7fee8d6ab76777a032c640155f692b70632b8c1901.json,C:\Users\luano\Zotero\storage\VW4TVFBF\Schulzke - 2018 - The politics of attributing blame for cyberattacks and the costs of uncertainty.pdf,/mnt/c/Users/luano/Zotero/storage/VW4TVFBF/Schulzke - 2018 - The politics of attributing blame for cyberattacks and the costs of uncertainty.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1bbd6b3aa349d2be71f1547b573322cf59758248607338d0e12cf48d80d2964e.json,C:\Users\luano\Zotero\storage\Z3V6VFXW\6MEA6HTW.pdf,/mnt/c/Users/luano/Zotero/storage/Z3V6VFXW/6MEA6HTW.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1c377d6e1bcff1c385ad0794a659ea02b4a283fbf437965dba25938b2a986cf8.json,C:\Users\luano\Zotero\storage\QUTGADTW\viewcontent.cgi.pdf,/mnt/c/Users/luano/Zotero/storage/QUTGADTW/viewcontent.cgi.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1c3c892fd4fc2e693b3b895b1ede3c0536f60f7260e19065ef72c925b48b1ea4.json,C:\Users\luano\Zotero\storage\NGXDZG5T\YHVAWNQ2.pdf,/mnt/c/Users/luano/Zotero/storage/NGXDZG5T/YHVAWNQ2.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1c6a8f5c3e42339de1af367847c7acc481254646e7804fa0af9f429fbce9774a.json,C:\Users\luano\Zotero\storage\DK4AQT5B\_.pdf,/mnt/c/Users/luano/Zotero/storage/DK4AQT5B/_.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1c881504bfca0e8b4a7aecbf171bb059ff12eefb2e122fb55a16ad702717027b.json,C:\Users\luano\Zotero\storage\AGRGSX9P\PDPIGILK.pdf,/mnt/c/Users/luano/Zotero/storage/AGRGSX9P/PDPIGILK.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1cfb2c9920d645305b96a09d2f1999edc912729088b050def789d60c5595d8b7.json,C:\Users\luano\Zotero\storage\A93SXJXF\10.4337_9781782547396.00018.pdf,/mnt/c/Users/luano/Zotero/storage/A93SXJXF/10.4337_9781782547396.00018.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1dcf9b3db51afa9bac506157c43c9d6a87c3f229fcd1f9db7779a98c79d08eb9.json,C:\Users\luano\Zotero\storage\F5EFI333\Spacil - 2022 - Plea of necessity legal key to protection against unattributable cyber operations.pdf,/mnt/c/Users/luano/Zotero/storage/F5EFI333/Spacil - 2022 - Plea of necessity legal key to protection against unattributable cyber operations.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1e89c03d6e2b208a9c8137993998c4d205dcdfd770c8cb76705c41bda2a55ad0.json,"C:\Users\luano\Zotero\storage\JA3THCZQ\(W Banks, 2021).pdf","/mnt/c/Users/luano/Zotero/storage/JA3THCZQ/(W Banks, 2021).pdf",true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1f81cfd448dc7b136098e5893bc00a6f792d5fa750cc4c562548547103eeede2.json,"C:\Users\luano\Zotero\storage\PC77HX8N\(Marco Roscini, Marco Roscini, 2015).pdf","/mnt/c/Users/luano/Zotero/storage/PC77HX8N/(Marco Roscini, Marco Roscini, 2015).pdf",true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/1fa62a7b6cdccd12962a74ef95da8279029010fa145077eeb042e59fcbc48e56.json,C:\Users\luano\Zotero\storage\G8S42VK6\Baram - 2025 - When intelligence agencies publicly attribute offensive cyber operations illustrative examples from.pdf,/mnt/c/Users/luano/Zotero/storage/G8S42VK6/Baram - 2025 - When intelligence agencies publicly attribute offensive cyber operations illustrative examples from.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/200732e6c404d4a9c1dd556c45c8f67c4f03ec43be7e8c5f109103b7775b9d6d.json,C:\Users\luano\Zotero\storage\9P8GFMK2\Chircop - 2018 - A DUE DILIGENCE STANDARD OF ATTRIBUTION IN CYBERSPACE.pdf,/mnt/c/Users/luano/Zotero/storage/9P8GFMK2/Chircop - 2018 - A DUE DILIGENCE STANDARD OF ATTRIBUTION IN CYBERSPACE.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/20d410544a52b343679ef030e197eb88cf8add685c10e04a35a93285f668f3dc.json,C:\Users\luano\Zotero\storage\7ZP8LCLW\Kalpokiene and Kalpokas - 2020 - Contemplating a cyber weapons convention an exploration of good practice and necessary precondition.pdf,/mnt/c/Users/luano/Zotero/storage/7ZP8LCLW/Kalpokiene and Kalpokas - 2020 - Contemplating a cyber weapons convention an exploration of good practice and necessary precondition.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/216e07219af7cdb4d35b92b8ea342f8c54a1a78c2215fda0aae3f34ed7a247d1.json,"C:\Users\luano\Zotero\storage\ST25QSJZ\(Taís Fernanda Blauth, Dr Oskar J Gstrein, 2021).pdf","/mnt/c/Users/luano/Zotero/storage/ST25QSJZ/(Taís Fernanda Blauth, Dr Oskar J Gstrein, 2021).pdf",true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/21aab2a7bfc1903a62819435df99ad51b0ab9a4ea37e3e4cfb89e7fb247f237a.json,C:\Users\luano\Zotero\storage\PDWGVEBM\Olovson - 2020 - Hacking for the state the use of private persons in cyber attacks and state responsibility.pdf,/mnt/c/Users/luano/Zotero/storage/PDWGVEBM/Olovson - 2020 - Hacking for the state the use of private persons in cyber attacks and state responsibility.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/221cd28dac0f0a9a2735bc492c634a58dd81d99a9a078a019f708f068c20c3a4.json,C:\Users\luano\Zotero\storage\3RVAPNPA\Bergwik - 2020 - Due diligence in cyberspace an assessment of rule 6 in the Tallinn manual 2.0.pdf,/mnt/c/Users/luano/Zotero/storage/3RVAPNPA/Bergwik - 2020 - Due diligence in cyberspace an assessment of rule 6 in the Tallinn manual 2.0.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/224c316f65119cd8a874f49babc870967fe3fbd4c3adc871b1c8fff0cef339ff.json,C:\Users\luano\Zotero\storage\FRE3DRUN\V2DDH444.pdf,/mnt/c/Users/luano/Zotero/storage/FRE3DRUN/V2DDH444.pdf,true,ok
/home/pantera/projects/TEIA/python_backend_legacy/dataset/231bf9aea3309d8d21e75f0386de232126edd34529abed76e6dfb5290ff54d0e.json,C:\Users\luano\Zotero\storage\BXBAM6UW\Shackelford et al. - 2011 - State responsibility for cyber attacks competing standards for a growing problem.pdf,/mnt/c/Users/luano/Zotero/storage/BXBAM6UW/Shackelford et al. - 2011 - State responsibility for cyber attacks competing standards for a growing problem.pdf,true,ok
