json_file	pdf_path	reference_index	reference_text
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	22	Curtis, S. and I. Klaus (2024). The Belt and Road City: Geopolitics, Urbanization, and China's Search for a New International Order, Yale University Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	23	"Damm, J. (2007). ""The Internet and the Fragmentation of Chinese Society'."" Critical Asian Studies 39(2): 273-294."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	24	"Deibert, R. and R. Rohozinski (2010). ""Liberation vs. Control: The Future of Cyberspace"". *Journal of Democracy* 21(4): 43-57."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	25	Drezner, D. W. (1999). *'The Sanctions Paradox'*. Cambridge University Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	26	Farrell, H. and A. L. Newman (2019). *Of Privacy and Power: The Transatlantic Struggle over Freedom and Security*. *Of Privacy and Power*, Princeton University Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	27	"Farrell, H. and A. L. Newman (2019). ""Weaponized Interdependence: How Global Economic Networks Shape State Coercion."" *International Security* 44(1): 42-79."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	28	"Fick, N. (2022). ""Confronting Reality in Cyberspace: Foreign Policy for a Fragmented Internet."" *Council on Foreign Relations*."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	29	"Forsyth, J. W. and B. E. Pope (2014). ""Structural Causes and Cyber Effects: Why International Order is Inevitable in Cyberspace"". *Strategic Studies Quarterly* 8(4): 112-128."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	30	Fujino, I. (2024). Huawei breaks free from Google ecosystem with homegrown OS, Nikkei Asia.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	31	"Gartzke, E. and J. R. Lindsay (2015). ""Weaving Tangled Webs: Offense, Defense, and Deception in Cyberspace"". *Security Studies* 24(2): 316-348."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	32	Gilpin, R. and J. M. Gilpin (1987). *The Political Economy of International Relations*, Princeton University Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	33	Gioe, D. V. and M. W. Smith (2024). *Great Power Cyber Competition: Competing and Winning in the Information Environment*, Taylor &amp; Francis.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	34	Group, I. (2023). *Charting China's Climb as a Leading Global Cyber Power'*.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	35	Grzegorzewski, M. and C. Marsh (2024). *A Strategic Cyberspace Overview: Russia and China'*. *Great Power Cyber Competition*, Routledge.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	36	"Harnisch, S. and K. Zettl-Schabath (2023). ""Secrecy and Norm Emergence in Cyber-Space. The US, China and Russia Interaction and the Governance of Cyber-Espionage"". *Democracy and Security* 19(1): 82-110."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	37	"Hofmann, S. C. and P. Pawlak (2023). ""Governing cyberspace: policy boundary politics across organizations'."" Review of International Political Economy 30(6): 2122-2149."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	38	"Holland, J. and E. Staunton (2024). ""'BrOthers in Arms': France, the Anglosphere and AUKUS'."" International Affairs 100(2): 712-729."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	39	Huang, Y. (2023). China's Asymmetric Statecraft: Alignments, Competitors, and Regional Diplomacy, UBC Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	40	"Inkster, N. (2022). ""Power Versus Pragmatism: Unlearned Lessons in Dealing with China'."" The Cyber Defense Review 7(1): 41-50."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	41	"Jensen, B. (2017). ""The Cyber Character of Political Warfare'."" The Brown Journal of World Affairs 24(1): 159-172."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	42	Jiang, Y. (2012). Cyber-Nationalism in China. Challenging Western media portrayals of internet censorship in China, University of Adelaide Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	43	"Kello, L. (2013). ""The Meaning of the Cyber Revolution: Perils to Theory and Statecraft'."" International Security 38(2): 7-40."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	44	"Keohane, R. O. and J. S. Nye (1973). ""Power and interdependence."" Survival 15(4): 158-165."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	45	Knorr, K. (1973). Power and Wealth. London, Palgrave Macmillan UK.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	46	"Korczynski, M. (2000). ""The Political Economy of Trust'."" Journal of Management Studies 37(1)."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	47	Kuehl, D. T. (2011). From Cyberspace to Cyberpower: Defining the Problem. Cyberpower and National Security. F. D. Kramer, S. H. Starr and L. K. Wentz, University of Nebraska Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	48	Kydd, A. H. (2018). Trust and Mistrust in International Relations, Princeton University Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	49	"Lambach, D. (2020). ""The Territorialization of Cyberspace*."" International Studies Review 22(3): 482-506."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	50	"Lemay, A. (2018). ""Survey of publicly available reports on advanced persistent threat actors'."" Computers &amp; Security 72: 26-59."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	51	Leonard, T. G. A., I. Krastev and Mark (2023). Living in an à la carte world: What European policymakers should learn from global public opinion, ECFR.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	52	"Lessig, L. (1996). ""The Zones of Cyberspace"". *Stanford Law Review* 48(5): 1403-1411."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	53	"Levi, M. and L. Stoker (2000). ""Political Trust and Trustworthiness"". *Annual Review of Political Science* 3: 475-507."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	54	Lindsay, J. and E. Gartzke (2016). Coercion through Cyberspace: The Stability-Instability Paradox Revisited'. *The Power to Hurt: Coercion in Theory and in Practice*. Forthcoming, Oxford University Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	55	"Lindsay, J. R. (2017). ""Restrained by design: the political economy of cybersecurity"". *Digital Policy, Regulation and Governance* 19(6): 493-514."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	56	"Lonergan, E. D. (2024). ""Emerging technology and the cult of the offensive"". *Contemporary Security Policy* 45(3): 459-493."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	57	"Lonergan, E. D. and S. W. Lonergan (2022). ""Cyber Operations, Accommodative Signaling, and the De-Escalation of International Crises."" *Security Studies* 31(1): 32-64."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	58	"Manantan, M. B. (2020). ""The People's Republic of China's Cyber Coercion: Taiwan, Hong Kong, and the South China Sea"". *Issues &amp; Studies* 56(03): 2040013."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	59	Maurer, T. (2018). *Cyber Mercenaries*, Cambridge University Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	60	Mueller, G. B. (2023). Cyber Operations during the Russo-Ukrainian War'.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	61	Mueller, M. (2017). Will the Internet Fragment?: Sovereignty, Globalization and Cyberspace, John Wiley &amp; Sons.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	62	Norris, W. J. (2016). Chinese Economic Statecraft: Commercial Actors, Grand Strategy, and State Control, Cornell University Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	63	Nouwens, M. (2024). China's new Information Support Force, IISS.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	64	"Nye, J. (2022). ""The End of Cyber-Anarchy? How to Build a New Digital Order."" *Foreign Affairs* 101(1): 32-42."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	65	"Oatley, T. (2019). ""Toward a political economy of complex interdependence."" *European Journal of International Relations* 25(4): 957-978."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	66	Ottis, R. and P. Lorents (2010). *Cyberspace: Definition and Implications*.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	67	Post, D. (2005). Governing Cyberspace'. *The Globalization of International Law*. Routledge.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	68	"Post, D. G. (1995). ""Anarchy State and the Internet."" *Journal of Online Law, Article 3*."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	69	Powers, S. M. and M. Jablonski (2015). The Real Cyber War: The Political Economy of Internet Freedom, University of Illinois Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	70	"Rowland, J., M. Rice and S. Shenoi (2014). ""The anatomy of a cyber power."" *International Journal of Critical Infrastructure Protection* 7(1): 3-11."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	71	Schmitt, M. N. (2017). Cyber operations not per se regulated by international law. *Tallinn Manual 2.0 on the International Law Applicable to Cyber Operations*, Cambridge University Press: 168-176.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	72	Schneider, F. (1999). *Trust in Cyberspace*. National Research Council, National Academies Press.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	73	"Schneider, J. (2024). ""The digital cult of the offensive and the US military'."" *Journal of Strategic Studies* 0(0): 1-24."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	74	Segal, A. (2021). Huawei, 5G, and Weaponized Interdependence. *The Uses and Abuses of Weaponized Interdependence*. D. W. Drezner, H. Farrell and A. L. Newman, Brookings Institution Press: 149-166.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	75	"Smeets, M. (2018). ""A matter of time: On the transitory nature of cyberweapons'."" *Journal of Strategic Studies* 41(1-2): 6-32."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	76	"Team, N. (2023). ""i-SOON: Another Company in the APT41 Network'."" *Natto Thoughts*."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	77	"Team, R. T. R. (2024). ""Anxun and Chinese A. P. T. Activity."" https://www.reliaquest.com/blog/anxun-and-chinese-apt-activity/."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	78	Thompson, A. (2021). Buying Silence: The Price of Internet Censorship in China', Center for Security and Emerging Technology.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	79	Tusikov, N. (2022). Internet Platforms Weaponizing Choke Points.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	80	Valeriano, B. (2018). Cyber Coercion as a Combined Strategy. *Cyber Strategy: The Evolving Character of Power and Coercion*. B. Valeriano, B. Jensen and R. C. Maness, Oxford University Press: 0.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	81	"Waltz, K. N. (2000). ""Structural Realism after the Cold War."" *International Security* 25(1): 5-41."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	82	"Ward, R. and B. Beyer (2014). ""Beyondcorp: a new approach to enterprise security"". *login: the magazine of USENIX &amp; SAGE* 39(6): 6-11."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	83	"Williamson, O. E. (1993). ""Calculativeness, Trust, and Economic Organization."" *The Journal of Law and Economics* 36(1, Part 2): 453-486."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/03d628e763229d646aeb8c82b4d78be0f5120e31a1fde479dbc33f888ca05eaf.json	C:\Users\luano\Zotero\storage\EUATRQXD\4999418.pdf	84	Xiaohong, Y. (2013). Zhongguo meng: weilai guojia zhanlue yu Zhongguo jueqi [The China dream: future national strategy and China's rise. Beijing, Dangdai Zhongguo.
