evidence_row_id,item_key,title,year,collection,evidence_type,relevance_score,potential_themes,relevant_rqs,direct_quote,paraphrase,researcher_comment,prompt_key,rq_sig
EV-0025,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,claim,4,framework_operationalization,2,"By far the most influential and highly regarded analysis, however, is that of Professor Schmitt.",Schmitt's analysis is identified as the dominant and most influential framework in the literature for assessing cyber use of force.,"This establishes Schmitt's framework as the de facto authoritative analytical approach for scholars and practitioners, which matters for operationalization (RQ2). But influence does not equal unanimous acceptance, as other tests are discussed.",code_pdf_page,8839843fdc
EV-0026,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,finding,5,framework_operationalization,2,"the Tallinn Manual,⁹⁰ a consensus statement on the law of cyber-warfare by twenty academics and legal practitioners.","The Tallinn Manual—a consensus expert statement—incorporated Schmitt's criteria, institutionalizing them in a prominent non-binding guidance document.","Adoption by the Tallinn Manual indicates institutional uptake and a pathway by which academic criteria are operationalized into practitioner guidance. Caveat: Tallinn is non-binding and reflects expert consensus, not state practice in every case.",code_pdf_page,8839843fdc
EV-0027,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,finding,5,methods_legal_processes,1|2,"In contrast to the broad acceptance of Schmitt's criteria with respect to the use of force, there is no consensus regarding a test for cyber-armed attack.","While Schmitt's use-of-force criteria are broadly accepted, there is no agreed method for determining when a cyber-incident constitutes a cyber-armed attack.","This identifies a critical methodological gap: frameworks exist for 'use of force' but not for the higher 'armed attack' threshold, affecting decisions about self-defense. This uncertainty matters for both legal methods (RQ1) and operationalization (RQ2).",code_pdf_page,8839843fdc
EV-0028,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,claim,4,evidentiary_standards,1|2,"Schmitt has proposed that, to qualify as cyber-armed attack, an incident must result in physical damage,",Schmitt proposes a test for cyber-armed attack that requires the incident to cause physical damage.,"This presents a specific, stricter evidentiary threshold (physical damage) for qualifying as an armed attack, which would exclude many economically-focused incidents. It signals a methodologically conservative approach to escalation.",code_pdf_page,8839843fdc
EV-0029,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,method,4,framework_operationalization|evidentiary_standards,1|2,"if the effects of a cyber-attack would be sufficient to qualify the attack as an armed attack if produced by kinetic means, then the cyber-incident will also qualify as a cyber-armed attack.","An alternative method equates cyber-attacks to kinetic attacks: if the effects match those of a kinetic armed attack, the cyber-incident qualifies as a cyber-armed attack.","This consequences-based equivalence offers a different operationalization that focuses on outcome similarity rather than delivery mechanism, expanding evidentiary options. Comparative value: it contrasts directly with Schmitt's physical-damage rule and affects what evidence is considered determinative.",code_pdf_page,8839843fdc
EV-0030,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,limitation,4,attribution_challenges|evidentiary_standards,0|1,"The details of cyber-attacks are highly technical, and moreover cover a very wide range of possible mechanisms and outcomes.","Cyber-attacks are technically complex and heterogeneous, which complicates legal characterization and the application of general rules or countermeasures.",This identifies a practical limitation: the diversity and technicality of incidents hinder standard methods for attribution and legal assessment. Implication: forensic methods must be adaptable and specialists are required to produce admissible evidence.,code_pdf_page,8839843fdc
EV-0031,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,limitation,4,attribution_challenges,1|2,the classified nature of active defenses potentially limits the opportunity for both courts and scholars to examine the question in the first place.,Classification of active cyber-defenses restricts courts' and scholars' ability to study and evaluate such defensive measures and their legality.,"This points to transparency and information-access constraints that limit empirical evaluation and legal scrutiny, weakening evidence bases for attribution and method development. It flags a systemic barrier to improving operational frameworks (RQ2) and methods (RQ1).",code_pdf_page,8839843fdc
EV-0032,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,finding,5,evidentiary_standards,0,A key difference between instances of kinetic aggression and cyber-attack is the focus on immediate physical damage in relation to the former and the heightened significance of economic damage to the latter.,"Unlike kinetic aggression, cyber-attacks more often involve economic damage rather than immediate physical harm, shifting the evidentiary emphasis toward economic impacts.","This finding reframes what counts as salient evidence in cyber cases (economic/financial impact vs physical destruction), affecting remedies and thresholds for force. It also explains why reparations may be more practical than forceful responses in many cyber incidents.",code_pdf_page,8839843fdc
EV-0033,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,definition,5,legal_frameworks|attribution_tests,0|1|2,ARSIWA Articles 4–11 outline the basic rules of attribution.,"The article states that ARSIWA Articles 4–11 provide the foundational legal rules used to attribute state responsibility, establishing the legal evidence base for attribution questions.",Identifies the primary legal instrument governing attribution; useful for RQ1 as the procedural/methodological starting point and for RQ0 as a source category (treaties/articulation of rules). Does not describe how ARSIWA is applied technically in cyber contexts.,code_pdf_page,8839843fdc
EV-0034,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,definition,5,attribution_tests|legal_frameworks,1|2|0,"Although actions of private individuals are generally not attributable to a state, ARSIWA Article 8 provides that private conduct will be attributable to a state if those persons act under instruction or the control of that state.","The text explains that ARSIWA Article 8 allows private individuals' actions to be attributed to a state when those individuals act under that state's instruction or control, defining a legal test for nonstate actors.",Specifies a legal evidentiary threshold (control/instruction) relevant to attributing cyber-attacks carried out by private actors. This is directly relevant to operationalizing attribution frameworks for attacks routed through nonstate actors; it omits how to prove 'control' for covert cyber operations.,code_pdf_page,8839843fdc
EV-0035,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,definition,5,attribution_tests|legal_frameworks,1|2,"In contrast, in the case of Prosecutor v. Tadić, the International Criminal Tribunal for the Former Yugoslavia (ICTY) held that, where a hierarchically-organized group is under the “overall control” of a state, this will be sufficient to attribute the group’s actions to that state.","The ICTY's overall-control test attributes actions of hierarchically organized groups to a state when the group is under the state's overall control, expanding possible bases for attribution.",Identifies an alternative legal test (overall control) that broadens attribution beyond effective/economic control; important for RQ2 because scholars consider using this jurisprudence to adapt attribution frameworks to cyber contexts. The quote notes applicability is limited to hierarchical groups.,code_pdf_page,8839843fdc
EV-0036,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,definition,5,evidentiary_standards|confidence_language,1|0,"Overall, the ICJ’s judgments suggest that the standard of proof will be commensurate with the seriousness of the allegation.","The ICJ applies evidentiary standards proportionate to allegation gravity, meaning more serious accusations demand higher standards of proof.","This frames an evidentiary principle impacting how much technical or circumstantial evidence is required for state-level attribution (RQ1, RQ0). It implies operational constraints: high-stakes cyber-self-defense claims will face stricter proof requirements.",code_pdf_page,8839843fdc
EV-0037,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,claim,5,attribution_challenges|technical_methods,0|1,Legal attribution is entirely dependent on the ability to satisfactorily answer highly technical questions concerning the origin of a particular attack.,"The article asserts that legal attribution depends on resolving technical forensic questions about an attack's origin, making technical evidence foundational to legal claims.","Directly ties technical/forensic evidence to legal attribution (RQ0,RQ1). This signals that methods for cyber-forensics are a necessary evidence type and that limitations in technical attribution propagate to legal incapacity to attribute.",code_pdf_page,8839843fdc
EV-0038,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,finding,5,attribution_challenges|technical_methods,0|1,"Attackers have at their disposal a variety of techniques to hide their identity and location, including use of various cryptographic mechanisms and routing their attacks through multiple compromised systems belonging to third parties.",The text lists attacker techniques—cryptography and multi-hop routing through compromised third-party systems—that impede technical identification of perpetrators.,"Specifies concrete technical obstacles to collecting reliable forensic evidence (RQ0,RQ1). Useful for classifying types of technical evidence needed (network traces, logs, crypto-analysis) and for noting limits on their reliability; does not quantify detectability or success rates.",code_pdf_page,8839843fdc
EV-0039,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,assumption,4,assumption|attribution_challenges,1|2,"Dinstein suggests the challenge of technical attribution is merely a temporary obstacle that will likely be overcome with inevitable technological improvement. However, most scholars expressly or impliedly reject this view.","One view holds technical attribution will improve over time, but the prevailing scholarly position is that such improvements will not remove the fundamental attribution difficulties.","Summarizes competing assumptions about future solvability of technical attribution (RQ1,RQ2). Indicates methodological caution: relying on anticipated tech advances is disputed and should not be assumed in frameworks operationalization.",code_pdf_page,8839843fdc
EV-0040,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,finding,4,limitation|attribution_challenges,1|2,Some academics go as far as to suggest the problem of cyber-attribution may be impossible to solve.,"The article reports that certain scholars consider cyber-attribution potentially unsolvable, implying intrinsic limits to technical and legal methods.","Highlights a strong limitation claim that should temper expectations about operationalizing attribution frameworks (RQ1,RQ2). If accepted, frameworks must accommodate persistent uncertainty (e.g., presumptions, burden-shifting), not rely solely on definitive technical proof.",code_pdf_page,8839843fdc
EV-0041,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,recommendation,5,responsibility_models|recommendation,2|1,Proulx’s proposition is one of strict liability that dispenses with the need to establish attribution.,"Proulx proposes a strict-liability model that removes the requirement to prove attribution by holding host states liable regardless, shifting the burden to the host state to disprove liability.","Provides an alternative responsibility model that operationalizes attribution by eliminating it as a prerequisite (RQ2). Methodologically, this replaces evidentiary proof with liability incentives; it raises policy and fairness concerns discussed elsewhere in the text.",code_pdf_page,8839843fdc
EV-0042,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,recommendation,5,responsibility_models|recommendation,2|1,Schmitt has therefore advocated a low standard—an indirect responsibility approach whereby a state will be responsible if it fails to take reasonably available measures to stop cyber-attacks originating in its territory.,"Schmitt recommends an indirect-responsibility model holding states accountable for failing to take reasonable measures to prevent cyber-attacks from their territory, effectively lowering attribution thresholds.","Another operational model: shifts focus from proving direct control to assessing state mitigation measures (RQ2). This is methodologically significant because it substitutes procedural assessment of state behavior for technical attribution, but the article flags practical unfairness and feasibility issues.",code_pdf_page,8839843fdc
EV-0043,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,claim,5,legal_frameworks|policy_position,2|1,"By establishing and upholding such a demanding test as effective control, the ICJ apparently seeks to limit when states can take such action.",The effective-control test set by the ICJ functions to restrict when states may lawfully respond by setting a high attribution standard.,"Interprets a legal test as a policy tool limiting use-of-force responses; relevant to operational decisions about when to demand stringent evidence for cyber-response (RQ2,RQ1). It implies a trade-off between preventing misattribution and enabling timely responses.",code_pdf_page,8839843fdc
EV-0044,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,recommendation,5,recommendation|operationalization,2,This Article proposes that these conflicting requirements can be resolved by determining attribution requirements based upon the course of action the victim state chooses to pursue.,"The author proposes operationalizing attribution standards by tying the evidentiary burden to the victim state's chosen response, using stricter tests for forceful responses and lower tests for legal/peaceful remedies.","Key operational proposal directly addressing RQ2: it prescribes variable attribution thresholds contingent on response type, which could be codified into rules or decision frameworks. Implementation details and enforcement mechanisms are not provided here and would need specification.",code_pdf_page,8839843fdc
EV-0045,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,recommendation,5,recommendation|responsibility_models,2|1,"Under this model, it would then be in an accused host-state's best interests to cooperate with the injured state to resolve the matter.",The proposed response-contingent model creates incentives for host states to cooperate in investigations by offering mitigation of attribution burdens if they assist the injured state.,Shows how the model operationalizes incentives to produce evidence through cooperation rather than forcing attribution; relevant for RQ2 operational design. Practical effectiveness depends on reciprocal incentives and verification mechanisms not detailed here.,code_pdf_page,8839843fdc
EV-0046,W63DA6Z6,Addressing Obstacles to Cyber-Attribution: A Model Based on State Response to Cyber-Attack,2017,frameworks,claim,5,attribution_challenges|limitation,2|1,"Attribution is a prerequisite to any lawful response, and this creates a practical lacuna whereby states are effectively precluded from any such response because of the infeasibility of cyber-attribution.","The article asserts that because attribution is required for lawful responses but is often infeasible in cyber contexts, a legal gap prevents states from responding lawfully to cyber-attacks.","This synthesizes the operational problem: legal-method requirements (proof/control) collide with technical infeasibility, motivating alternative frameworks (RQ2) or methodological adaptations (RQ1). It justifies the need for proposals that alter evidentiary or responsibility rules.",code_pdf_page,8839843fdc
EV-0047,N4YNQ2GG,Cyber attack: A dull tool to shape foreign policy,2013,frameworks,finding,4,evidentiary_standards,0,"In 2007, the Internet security company McAfee published a report citing that approximately 120 countries already possessed or were developing capabilities to conduct offensive cyber operations.","An industry report (McAfee, 2007) is cited to show that roughly 120 countries have or are developing offensive cyber capabilities, representing an evidentiary source for capability prevalence (RQ0).","This shows reliance on private-sector threat reports as evidence of capability proliferation; such reports are useful but may vary in methodology and currency. The chunk gives no methodological detail on how McAfee assessed or defined ""possessed or were developing"" capabilities.",code_pdf_page,8839843fdc
